python llava/eval/model_sqa3d.py --num-chunks 1 --question-file /data/SceneUnderstanding/7792397/ScanQA_format/SQA_em1-below-35_formatted_LLaVa3d.json --video-folder /data/SceneUnderstanding/ScanNet/scans/ --answers-file /data/SceneUnderstanding/SU_cursor/LLaVA-3D//experiments/SQA3D/em1_below_35/SQA_em1-below-35_formatted_LLaVa3d_pred-answers-rerun.json --chunk-idx 0 --model-path /data/SceneUnderstanding/checkpoints/LLaVA-3D-7B/
python llava/eval/sqa3d_evaluator.py --pred-json /data/SceneUnderstanding/SU_cursor/LLaVA-3D//experiments/SQA3D/em1_below_35/SQA_em1-below-35_formatted_LLaVa3d_pred-answers-rerun.json --gt-json /data/SceneUnderstanding/7792397/ScanQA_format/SQA_em1-below-35_formatted_LLaVa3d_answers.json --num-chunks 1 --chunk-idx 0 >> /data/SceneUnderstanding/SU_cursor/LLaVA-3D//experiments/SQA3D/em1_below_35/SQA_em1-below-35_formatted_LLaVa3d_output-rerun.txt
Namespace(pred_json=['/data/SceneUnderstanding/SU_cursor/LLaVA-3D//experiments/SQA3D/em1_below_35/SQA_em1-below-35_formatted_LLaVa3d_pred-answers-rerun.json'], gt_json='/data/SceneUnderstanding/7792397/ScanQA_format/SQA_em1-below-35_formatted_LLaVa3d_answers.json', num_chunks=1, chunk_idx=[0], use_enhanced_normalization=False, use_openai_evaluation=False)
Total samples: 424
pred_answer: no,youmustmovetheitems,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove,theitemsmustmove gt_answers: no
pred_answer: yes gt_answers: no
pred_answer: 11 gt_answers: two
pred_answer: left gt_answers: left
pred_answer: yes gt_answers: no
pred_answer: microwave gt_answers: refrigerator
pred_answer: right gt_answers: backward
pred_answer: thereisasink gt_answers: sink
pred_answer: 11 gt_answers: two
pred_answer: odd gt_answers: odd
pred_answer: thereisabasket gt_answers: laundrydetergent
pred_answer: 11 gt_answers: two
pred_answer: yes gt_answers: yes
pred_answer: chair gt_answers: door
pred_answer: kitchenisland gt_answers: refridgerator
pred_answer: 11 gt_answers: two
pred_answer: whiteboard gt_answers: chairs
pred_answer: cabinet gt_answers: window
pred_answer: white gt_answers: red
pred_answer: thereisawashingmachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachinemachine gt_answers: shelf
pred_answer: onthefloor gt_answers: directlyinfrontofme
pred_answer: right gt_answers: left
pred_answer: 11 gt_answers: three
pred_answer: 11 gt_answers: four
pred_answer: clothes gt_answers: clothing
pred_answer: iseeacabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinetcabinet gt_answers: refridgerator
pred_answer: poweredoff gt_answers: unknown
pred_answer: radiator gt_answers: radiator
pred_answer: odd gt_answers: odd
pred_answer: table gt_answers: blackboard
pred_answer: closed gt_answers: open
pred_answer: clothesdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdryerdry gt_answers: dryingrack
pred_answer: washingmachine gt_answers: washingmachine
pred_answer: monitor gt_answers: crate
pred_answer: yes gt_answers: no
pred_answer: standingupright gt_answers: right
pred_answer: chair gt_answers: chair
pred_answer: leftofthestove gt_answers: left
pred_answer: youcanaccessthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindowfromthewindow gt_answers: frontleft
pred_answer: 11 gt_answers: two
pred_answer: table gt_answers: table
pred_answer: even gt_answers: odd
pred_answer: closed gt_answers: closed
pred_answer: silver gt_answers: black
pred_answer: microwave gt_answers: microwave
pred_answer: large gt_answers: large
pred_answer: no gt_answers: no
pred_answer: black gt_answers: black
pred_answer: onblackblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboardblackboard gt_answers: behind
pred_answer: carpet gt_answers: table
pred_answer: even gt_answers: even
pred_answer: door gt_answers: sink
pred_answer: tv gt_answers: monitor
pred_answer: table gt_answers: table
pred_answer: yes gt_answers: no
pred_answer: sitting gt_answers: standing
pred_answer: on gt_answers: off
pred_answer: no,itisopen gt_answers: no
pred_answer: 11 gt_answers: four
pred_answer: yes gt_answers: four
pred_answer: no gt_answers: no
pred_answer: thereisastovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovestovest gt_answers: unknown
pred_answer: door gt_answers: cabinet
pred_answer: yes gt_answers: yes
pred_answer: right gt_answers: left
pred_answer: left gt_answers: left
pred_answer: chair gt_answers: shelf
pred_answer: shelf gt_answers: box
pred_answer: large gt_answers: large
pred_answer: 22 gt_answers: five
pred_answer: out gt_answers: unknown
pred_answer: yes gt_answers: yes
pred_answer: cabinet gt_answers: kitchencabinet
{
  "[sqa3d] EM1": 0.27358490566037735,
  "[sqa3d] EM1_refined": 0.33254716981132076,
  "[sqa3d] EM_type0": 0.25294117647043945,
  "[sqa3d] EM_refined_type0": 0.34117647058803463,
  "[sqa3d] EM_type1": 0.49999999999903844,
  "[sqa3d] EM_refined_type1": 0.5192307692297707,
  "[sqa3d] EM_type2": 0.04054054054048575,
  "[sqa3d] EM_refined_type2": 0.054054054053981004,
  "[sqa3d] EM_type3": 0.44999999999775,
  "[sqa3d] EM_refined_type3": 0.5499999999972499,
  "[sqa3d] EM_type4": 0.4074074074058985,
  "[sqa3d] EM_refined_type4": 0.4074074074058985,
  "[sqa3d] EM_type5": 0.2962962962959305,
  "[sqa3d] EM_refined_type5": 0.3703703703699131
}
